FECHA_HORA,anio,mes,trimestre,dia,hora,PK_TIEMPO
2021-01-12 18:00:00,2021,1,1,12,18,2286
2021-01-12 19:00:00,2021,1,1,12,19,3206
2021-01-12 22:00:00,2021,1,1,12,22,32
2021-01-12 23:00:00,2021,1,1,12,23,3814
2021-01-13 00:00:00,2021,1,1,13,0,3087
2021-01-13 03:00:00,2021,1,1,13,3,2910
2021-01-13 05:00:00,2021,1,1,13,5,1947
2021-01-13 09:00:00,2021,1,1,13,9,3796
2021-01-13 11:00:00,2021,1,1,13,11,503
2021-01-13 12:00:00,2021,1,1,13,12,839
2021-01-13 13:00:00,2021,1,1,13,13,3988
2021-01-13 14:00:00,2021,1,1,13,14,210
2021-01-13 15:00:00,2021,1,1,13,15,1099
2021-01-13 16:00:00,2021,1,1,13,16,205
2021-01-13 17:00:00,2021,1,1,13,17,913
2021-01-13 18:00:00,2021,1,1,13,18,3468
2021-01-13 20:00:00,2021,1,1,13,20,557
2021-01-13 22:00:00,2021,1,1,13,22,3912
2021-01-14 05:00:00,2021,1,1,14,5,3067
2021-01-14 07:00:00,2021,1,1,14,7,2143
2021-01-14 08:00:00,2021,1,1,14,8,1500
2021-01-14 10:00:00,2021,1,1,14,10,2442
2021-01-14 11:00:00,2021,1,1,14,11,3309
2021-01-14 14:00:00,2021,1,1,14,14,1824
2021-01-14 16:00:00,2021,1,1,14,16,1282
2021-01-14 20:00:00,2021,1,1,14,20,737
2021-01-14 21:00:00,2021,1,1,14,21,2986
2021-01-14 22:00:00,2021,1,1,14,22,3317
2021-01-15 01:00:00,2021,1,1,15,1,2225
2021-01-15 02:00:00,2021,1,1,15,2,2451
2021-01-15 03:00:00,2021,1,1,15,3,1076
2021-01-15 04:00:00,2021,1,1,15,4,842
2021-01-15 05:00:00,2021,1,1,15,5,2081
2021-01-15 06:00:00,2021,1,1,15,6,1106
2021-01-15 09:00:00,2021,1,1,15,9,3917
2021-01-15 12:00:00,2021,1,1,15,12,2043
2021-01-15 13:00:00,2021,1,1,15,13,2436
2021-01-15 14:00:00,2021,1,1,15,14,1245
2021-01-15 15:00:00,2021,1,1,15,15,3264
2021-01-15 16:00:00,2021,1,1,15,16,4128
2021-01-15 18:00:00,2021,1,1,15,18,2817
2021-01-15 19:00:00,2021,1,1,15,19,1539
2021-01-15 20:00:00,2021,1,1,15,20,2707
2021-01-15 21:00:00,2021,1,1,15,21,2103
2021-01-16 03:00:00,2021,1,1,16,3,4113
2021-01-16 05:00:00,2021,1,1,16,5,863
2021-01-16 06:00:00,2021,1,1,16,6,1790
2021-01-16 12:00:00,2021,1,1,16,12,312
2021-01-16 13:00:00,2021,1,1,16,13,318
2021-01-16 15:00:00,2021,1,1,16,15,45
2021-01-16 17:00:00,2021,1,1,16,17,3728
2021-01-16 18:00:00,2021,1,1,16,18,1027
2021-01-16 19:00:00,2021,1,1,16,19,3514
2021-01-16 20:00:00,2021,1,1,16,20,2633
2021-01-16 21:00:00,2021,1,1,16,21,3215
2021-01-17 02:00:00,2021,1,1,17,2,3447
2021-01-17 03:00:00,2021,1,1,17,3,3816
2021-01-17 04:00:00,2021,1,1,17,4,2316
2021-01-17 05:00:00,2021,1,1,17,5,4029
2021-01-17 06:00:00,2021,1,1,17,6,274
2021-01-17 08:00:00,2021,1,1,17,8,3338
2021-01-17 09:00:00,2021,1,1,17,9,3943
2021-01-17 12:00:00,2021,1,1,17,12,3603
2021-01-17 13:00:00,2021,1,1,17,13,3670
2021-01-17 15:00:00,2021,1,1,17,15,1867
2021-01-17 19:00:00,2021,1,1,17,19,3885
2021-01-17 21:00:00,2021,1,1,17,21,960
2021-01-17 22:00:00,2021,1,1,17,22,354
2021-01-18 00:00:00,2021,1,1,18,0,3983
2021-01-18 02:00:00,2021,1,1,18,2,1470
2021-01-18 05:00:00,2021,1,1,18,5,782
2021-01-18 08:00:00,2021,1,1,18,8,3415
2021-01-18 10:00:00,2021,1,1,18,10,1257
2021-01-18 11:00:00,2021,1,1,18,11,3058
2021-01-18 14:00:00,2021,1,1,18,14,558
2021-01-18 15:00:00,2021,1,1,18,15,2683
2021-01-18 16:00:00,2021,1,1,18,16,902
2021-01-18 17:00:00,2021,1,1,18,17,1230
2021-01-18 18:00:00,2021,1,1,18,18,1961
2021-01-18 19:00:00,2021,1,1,18,19,882
2021-01-18 20:00:00,2021,1,1,18,20,855
2021-01-18 22:00:00,2021,1,1,18,22,2305
2021-01-19 01:00:00,2021,1,1,19,1,2398
2021-01-19 02:00:00,2021,1,1,19,2,1606
2021-01-19 06:00:00,2021,1,1,19,6,2997
2021-01-19 07:00:00,2021,1,1,19,7,3905
2021-01-19 08:00:00,2021,1,1,19,8,4107
2021-01-19 09:00:00,2021,1,1,19,9,365
2021-01-19 10:00:00,2021,1,1,19,10,631
2021-01-19 11:00:00,2021,1,1,19,11,436
2021-01-19 12:00:00,2021,1,1,19,12,1312
2021-01-19 13:00:00,2021,1,1,19,13,1662
2021-01-19 14:00:00,2021,1,1,19,14,4154
2021-01-19 15:00:00,2021,1,1,19,15,1859
2021-01-19 16:00:00,2021,1,1,19,16,323
2021-01-19 18:00:00,2021,1,1,19,18,194
2021-01-19 19:00:00,2021,1,1,19,19,1117
2021-01-19 20:00:00,2021,1,1,19,20,1427
2021-01-19 23:00:00,2021,1,1,19,23,1029
2021-01-20 01:00:00,2021,1,1,20,1,2208
2021-01-20 04:00:00,2021,1,1,20,4,1585
2021-01-20 07:00:00,2021,1,1,20,7,4037
2021-01-20 09:00:00,2021,1,1,20,9,2046
2021-01-20 10:00:00,2021,1,1,20,10,374
2021-01-20 11:00:00,2021,1,1,20,11,305
2021-01-20 12:00:00,2021,1,1,20,12,1684
2021-01-20 13:00:00,2021,1,1,20,13,747
2021-01-20 14:00:00,2021,1,1,20,14,2636
2021-01-20 19:00:00,2021,1,1,20,19,2463
2021-01-20 20:00:00,2021,1,1,20,20,2884
2021-01-20 23:00:00,2021,1,1,20,23,1807
2021-01-21 00:00:00,2021,1,1,21,0,221
2021-01-21 01:00:00,2021,1,1,21,1,1430
2021-01-21 02:00:00,2021,1,1,21,2,1666
2021-01-21 04:00:00,2021,1,1,21,4,2914
2021-01-21 05:00:00,2021,1,1,21,5,2834
2021-01-21 06:00:00,2021,1,1,21,6,3954
2021-01-21 07:00:00,2021,1,1,21,7,2221
2021-01-21 08:00:00,2021,1,1,21,8,2946
2021-01-21 11:00:00,2021,1,1,21,11,3750
2021-01-21 12:00:00,2021,1,1,21,12,2184
2021-01-21 15:00:00,2021,1,1,21,15,22
2021-01-21 16:00:00,2021,1,1,21,16,3658
2021-01-21 17:00:00,2021,1,1,21,17,3610
2021-01-22 01:00:00,2021,1,1,22,1,2765
2021-01-22 03:00:00,2021,1,1,22,3,1673
2021-01-22 04:00:00,2021,1,1,22,4,3887
2021-01-22 05:00:00,2021,1,1,22,5,3354
2021-01-22 09:00:00,2021,1,1,22,9,518
2021-01-22 10:00:00,2021,1,1,22,10,214
2021-01-22 12:00:00,2021,1,1,22,12,1556
2021-01-22 13:00:00,2021,1,1,22,13,3163
2021-01-22 14:00:00,2021,1,1,22,14,2092
2021-01-22 15:00:00,2021,1,1,22,15,1747
2021-01-22 16:00:00,2021,1,1,22,16,534
2021-01-22 17:00:00,2021,1,1,22,17,3401
2021-01-22 19:00:00,2021,1,1,22,19,2618
2021-01-22 20:00:00,2021,1,1,22,20,1987
2021-01-22 22:00:00,2021,1,1,22,22,1595
2021-01-23 00:00:00,2021,1,1,23,0,53
2021-01-23 02:00:00,2021,1,1,23,2,1426
2021-01-23 06:00:00,2021,1,1,23,6,294
2021-01-23 07:00:00,2021,1,1,23,7,3841
2021-01-23 08:00:00,2021,1,1,23,8,3804
2021-01-23 09:00:00,2021,1,1,23,9,1421
2021-01-23 10:00:00,2021,1,1,23,10,1179
2021-01-23 11:00:00,2021,1,1,23,11,752
2021-01-23 12:00:00,2021,1,1,23,12,1584
2021-01-23 13:00:00,2021,1,1,23,13,2589
2021-01-23 14:00:00,2021,1,1,23,14,1487
2021-01-23 15:00:00,2021,1,1,23,15,1534
2021-01-23 17:00:00,2021,1,1,23,17,3410
2021-01-23 18:00:00,2021,1,1,23,18,3284
2021-01-23 19:00:00,2021,1,1,23,19,1377
2021-01-23 22:00:00,2021,1,1,23,22,2245
2021-01-24 01:00:00,2021,1,1,24,1,1458
2021-01-24 03:00:00,2021,1,1,24,3,1869
2021-01-24 06:00:00,2021,1,1,24,6,3769
2021-01-24 12:00:00,2021,1,1,24,12,2993
2021-01-24 13:00:00,2021,1,1,24,13,3116
2021-01-24 15:00:00,2021,1,1,24,15,1726
2021-01-24 16:00:00,2021,1,1,24,16,3061
2021-01-24 18:00:00,2021,1,1,24,18,24
2021-01-24 20:00:00,2021,1,1,24,20,2328
2021-01-24 22:00:00,2021,1,1,24,22,2094
2021-01-24 23:00:00,2021,1,1,24,23,4020
2021-01-25 00:00:00,2021,1,1,25,0,1124
2021-01-25 02:00:00,2021,1,1,25,2,865
2021-01-25 03:00:00,2021,1,1,25,3,3694
2021-01-25 05:00:00,2021,1,1,25,5,1851
2021-01-25 06:00:00,2021,1,1,25,6,587
2021-01-25 10:00:00,2021,1,1,25,10,3753
2021-01-25 11:00:00,2021,1,1,25,11,1902
2021-01-25 12:00:00,2021,1,1,25,12,3062
2021-01-25 13:00:00,2021,1,1,25,13,1303
2021-01-25 16:00:00,2021,1,1,25,16,1721
2021-01-25 17:00:00,2021,1,1,25,17,3414
2021-01-25 18:00:00,2021,1,1,25,18,979
2021-01-25 19:00:00,2021,1,1,25,19,2432
2021-01-25 20:00:00,2021,1,1,25,20,2649
2021-01-25 21:00:00,2021,1,1,25,21,2601
2021-01-26 05:00:00,2021,1,1,26,5,3886
2021-01-26 06:00:00,2021,1,1,26,6,3942
2021-01-26 08:00:00,2021,1,1,26,8,1693
2021-01-26 09:00:00,2021,1,1,26,9,630
2021-01-26 11:00:00,2021,1,1,26,11,1594
2021-01-26 12:00:00,2021,1,1,26,12,526
2021-01-26 20:00:00,2021,1,1,26,20,324
2021-01-26 21:00:00,2021,1,1,26,21,676
2021-01-26 23:00:00,2021,1,1,26,23,3255
2021-01-27 01:00:00,2021,1,1,27,1,3660
2021-01-27 02:00:00,2021,1,1,27,2,997
2021-01-27 03:00:00,2021,1,1,27,3,149
2021-01-27 04:00:00,2021,1,1,27,4,316
2021-01-27 05:00:00,2021,1,1,27,5,978
2021-01-27 06:00:00,2021,1,1,27,6,250
2021-01-27 08:00:00,2021,1,1,27,8,2051
2021-01-27 09:00:00,2021,1,1,27,9,1333
2021-01-27 11:00:00,2021,1,1,27,11,928
2021-01-27 13:00:00,2021,1,1,27,13,912
2021-01-27 17:00:00,2021,1,1,27,17,1448
2021-01-27 21:00:00,2021,1,1,27,21,1489
2021-01-27 23:00:00,2021,1,1,27,23,1670
2021-01-28 00:00:00,2021,1,1,28,0,3398
2021-01-28 01:00:00,2021,1,1,28,1,939
2021-01-28 04:00:00,2021,1,1,28,4,513
2021-01-28 06:00:00,2021,1,1,28,6,77
2021-01-28 10:00:00,2021,1,1,28,10,449
2021-01-28 11:00:00,2021,1,1,28,11,1469
2021-01-28 12:00:00,2021,1,1,28,12,3541
2021-01-28 13:00:00,2021,1,1,28,13,347
2021-01-28 14:00:00,2021,1,1,28,14,736
2021-01-28 15:00:00,2021,1,1,28,15,215
2021-01-28 16:00:00,2021,1,1,28,16,353
2021-01-28 17:00:00,2021,1,1,28,17,3134
2021-01-28 19:00:00,2021,1,1,28,19,3258
2021-01-28 21:00:00,2021,1,1,28,21,3632
2021-01-28 22:00:00,2021,1,1,28,22,315
2021-01-29 00:00:00,2021,1,1,29,0,3742
2021-01-29 01:00:00,2021,1,1,29,1,3358
2021-01-29 02:00:00,2021,1,1,29,2,2483
2021-01-29 03:00:00,2021,1,1,29,3,1047
2021-01-29 05:00:00,2021,1,1,29,5,3132
2021-01-29 06:00:00,2021,1,1,29,6,900
2021-01-29 07:00:00,2021,1,1,29,7,3389
2021-01-29 08:00:00,2021,1,1,29,8,2909
2021-01-29 12:00:00,2021,1,1,29,12,4086
2021-01-29 13:00:00,2021,1,1,29,13,4023
2021-01-29 14:00:00,2021,1,1,29,14,1296
2021-01-29 16:00:00,2021,1,1,29,16,841
2021-01-29 18:00:00,2021,1,1,29,18,2388
2021-01-29 19:00:00,2021,1,1,29,19,3371
2021-01-29 21:00:00,2021,1,1,29,21,1080
2021-01-29 23:00:00,2021,1,1,29,23,2696
2021-01-30 00:00:00,2021,1,1,30,0,252
2021-01-30 03:00:00,2021,1,1,30,3,1508
2021-01-30 04:00:00,2021,1,1,30,4,2730
2021-01-30 06:00:00,2021,1,1,30,6,1174
2021-01-30 07:00:00,2021,1,1,30,7,3583
2021-01-30 08:00:00,2021,1,1,30,8,1818
2021-01-30 09:00:00,2021,1,1,30,9,2894
2021-01-30 11:00:00,2021,1,1,30,11,3240
2021-01-30 12:00:00,2021,1,1,30,12,2769
2021-01-30 13:00:00,2021,1,1,30,13,550
2021-01-30 14:00:00,2021,1,1,30,14,2402
2021-01-30 16:00:00,2021,1,1,30,16,1170
2021-01-30 17:00:00,2021,1,1,30,17,2900
2021-01-30 20:00:00,2021,1,1,30,20,3990
2021-01-30 21:00:00,2021,1,1,30,21,710
2021-01-30 22:00:00,2021,1,1,30,22,814
2021-01-31 00:00:00,2021,1,1,31,0,1856
2021-01-31 01:00:00,2021,1,1,31,1,3836
2021-01-31 03:00:00,2021,1,1,31,3,301
2021-01-31 07:00:00,2021,1,1,31,7,3014
2021-01-31 08:00:00,2021,1,1,31,8,106
2021-01-31 13:00:00,2021,1,1,31,13,477
2021-01-31 20:00:00,2021,1,1,31,20,2870
2021-01-31 22:00:00,2021,1,1,31,22,1972
2021-01-31 23:00:00,2021,1,1,31,23,195
2021-02-01 02:00:00,2021,2,1,1,2,4022
2021-02-01 04:00:00,2021,2,1,1,4,2406
2021-02-01 06:00:00,2021,2,1,1,6,2135
2021-02-01 08:00:00,2021,2,1,1,8,3370
2021-02-01 10:00:00,2021,2,1,1,10,2530
2021-02-01 11:00:00,2021,2,1,1,11,31
2021-02-01 14:00:00,2021,2,1,1,14,2924
2021-02-01 15:00:00,2021,2,1,1,15,2131
2021-02-01 16:00:00,2021,2,1,1,16,1322
2021-02-01 17:00:00,2021,2,1,1,17,591
2021-02-01 19:00:00,2021,2,1,1,19,2690
2021-02-01 22:00:00,2021,2,1,1,22,1543
2021-02-02 00:00:00,2021,2,1,2,0,2703
2021-02-02 03:00:00,2021,2,1,2,3,2959
2021-02-02 04:00:00,2021,2,1,2,4,290
2021-02-02 05:00:00,2021,2,1,2,5,1712
2021-02-02 08:00:00,2021,2,1,2,8,2222
2021-02-02 10:00:00,2021,2,1,2,10,3717
2021-02-02 11:00:00,2021,2,1,2,11,4043
2021-02-02 16:00:00,2021,2,1,2,16,966
2021-02-02 19:00:00,2021,2,1,2,19,3277
2021-02-02 20:00:00,2021,2,1,2,20,514
2021-02-02 21:00:00,2021,2,1,2,21,1893
2021-02-03 02:00:00,2021,2,1,3,2,1707
2021-02-03 03:00:00,2021,2,1,3,3,3262
2021-02-03 06:00:00,2021,2,1,3,6,2892
2021-02-03 08:00:00,2021,2,1,3,8,146
2021-02-03 10:00:00,2021,2,1,3,10,3618
2021-02-03 15:00:00,2021,2,1,3,15,3286
2021-02-03 19:00:00,2021,2,1,3,19,463
2021-02-03 20:00:00,2021,2,1,3,20,3182
2021-02-03 21:00:00,2021,2,1,3,21,1265
2021-02-03 22:00:00,2021,2,1,3,22,1116
2021-02-03 23:00:00,2021,2,1,3,23,3529
2021-02-04 00:00:00,2021,2,1,4,0,2386
2021-02-04 01:00:00,2021,2,1,4,1,3089
2021-02-04 02:00:00,2021,2,1,4,2,295
2021-02-04 06:00:00,2021,2,1,4,6,3913
2021-02-04 09:00:00,2021,2,1,4,9,2025
2021-02-04 11:00:00,2021,2,1,4,11,3817
2021-02-04 13:00:00,2021,2,1,4,13,1511
2021-02-04 15:00:00,2021,2,1,4,15,2708
2021-02-04 16:00:00,2021,2,1,4,16,1141
2021-02-04 22:00:00,2021,2,1,4,22,2462
2021-02-04 23:00:00,2021,2,1,4,23,2858
2021-02-05 02:00:00,2021,2,1,5,2,2763
2021-02-05 03:00:00,2021,2,1,5,3,2209
2021-02-05 05:00:00,2021,2,1,5,5,1010
2021-02-05 06:00:00,2021,2,1,5,6,3241
2021-02-05 08:00:00,2021,2,1,5,8,2766
2021-02-05 09:00:00,2021,2,1,5,9,2044
2021-02-05 10:00:00,2021,2,1,5,10,275
2021-02-05 13:00:00,2021,2,1,5,13,4003
2021-02-05 14:00:00,2021,2,1,5,14,4014
2021-02-05 15:00:00,2021,2,1,5,15,3521
2021-02-05 17:00:00,2021,2,1,5,17,3586
2021-02-06 00:00:00,2021,2,1,6,0,3183
2021-02-06 05:00:00,2021,2,1,6,5,1165
2021-02-06 07:00:00,2021,2,1,6,7,1345
2021-02-06 08:00:00,2021,2,1,6,8,3435
2021-02-06 11:00:00,2021,2,1,6,11,1328
2021-02-06 12:00:00,2021,2,1,6,12,2428
2021-02-06 17:00:00,2021,2,1,6,17,1229
2021-02-06 18:00:00,2021,2,1,6,18,1711
2021-02-06 20:00:00,2021,2,1,6,20,3645
2021-02-06 23:00:00,2021,2,1,6,23,2254
2021-02-07 00:00:00,2021,2,1,7,0,2928
2021-02-07 01:00:00,2021,2,1,7,1,1852
2021-02-07 02:00:00,2021,2,1,7,2,235
2021-02-07 08:00:00,2021,2,1,7,8,3453
2021-02-07 11:00:00,2021,2,1,7,11,1104
2021-02-07 14:00:00,2021,2,1,7,14,1749
2021-02-07 15:00:00,2021,2,1,7,15,3743
2021-02-07 21:00:00,2021,2,1,7,21,807
2021-02-08 00:00:00,2021,2,1,8,0,2363
2021-02-08 01:00:00,2021,2,1,8,1,3961
2021-02-08 02:00:00,2021,2,1,8,2,1181
2021-02-08 03:00:00,2021,2,1,8,3,2158
2021-02-08 04:00:00,2021,2,1,8,4,2815
2021-02-08 06:00:00,2021,2,1,8,6,3852
2021-02-08 07:00:00,2021,2,1,8,7,2611
2021-02-08 08:00:00,2021,2,1,8,8,3381
2021-02-08 10:00:00,2021,2,1,8,10,1645
2021-02-08 11:00:00,2021,2,1,8,11,1496
2021-02-08 12:00:00,2021,2,1,8,12,1145
2021-02-08 13:00:00,2021,2,1,8,13,3278
2021-02-08 14:00:00,2021,2,1,8,14,1204
2021-02-08 15:00:00,2021,2,1,8,15,404
2021-02-08 19:00:00,2021,2,1,8,19,81
2021-02-08 21:00:00,2021,2,1,8,21,554
2021-02-09 02:00:00,2021,2,1,9,2,3329
2021-02-09 06:00:00,2021,2,1,9,6,3123
2021-02-09 07:00:00,2021,2,1,9,7,1149
2021-02-09 08:00:00,2021,2,1,9,8,2376
2021-02-09 09:00:00,2021,2,1,9,9,732
2021-02-09 11:00:00,2021,2,1,9,11,2854
2021-02-09 14:00:00,2021,2,1,9,14,154
2021-02-09 15:00:00,2021,2,1,9,15,1753
2021-02-09 17:00:00,2021,2,1,9,17,394
2021-02-09 20:00:00,2021,2,1,9,20,2384
2021-02-09 21:00:00,2021,2,1,9,21,3168
2021-02-09 22:00:00,2021,2,1,9,22,1696
2021-02-09 23:00:00,2021,2,1,9,23,2287
2021-02-10 04:00:00,2021,2,1,10,4,623
2021-02-10 08:00:00,2021,2,1,10,8,3032
2021-02-10 11:00:00,2021,2,1,10,11,1791
2021-02-10 12:00:00,2021,2,1,10,12,697
2021-02-10 13:00:00,2021,2,1,10,13,2505
2021-02-10 14:00:00,2021,2,1,10,14,191
2021-02-10 15:00:00,2021,2,1,10,15,4008
2021-02-10 17:00:00,2021,2,1,10,17,3076
2021-02-10 20:00:00,2021,2,1,10,20,660
2021-02-10 21:00:00,2021,2,1,10,21,3104
